EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
431,Amsterdam,Netherlands,Filtered/banned non-local traffic ,"Under consideration for ""quiet streets""","May 11, 2020",,,,,https://twitter.com/IFPedestrians/status/1259024643589111808,,,,
432,Calgary,Canada,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",restaurants allowed to apply to close streets for outdoor dining,"May 11, 2020",,,,,https://www.cbc.ca/news/canada/calgary/city-council-pop-up-patios-pandemic-1.5562680,,,,
433,Calgary,Canada,Dedicated public space to outdoor dining/retail,restaurants allowed to use sidewalk space for outdoor dining; unclear how walking space is to be maintained,"May 11, 2020",,,,,https://www.cbc.ca/news/canada/calgary/city-council-pop-up-patios-pandemic-1.5562680,,,,
434,Hackney,England,Closed streets to motor vehicles,Road closed outside the Ann Tayler Children's Centre to create a calmer atmospher. (11 May 2020); ,"May 11, 2020",,,,,https://twitter.com/netwench/status/1259885442847117312,https://twitter.com/netwench/status/1256217299700322305,,,
435,Islington (London),England,Reallocated outer lane/curb space,"""We're introducing new measures to our streets to help people follow social distancing guidelines at busy locations. Pavements have been widened at two sites this afternoon: Liverpool Road - junction with Richmond Avenue; Essex Road - outside Tesco Express""","May 11, 2020",,,,,https://twitter.com/IslingtonBC/status/1259901092227436547,,,,
436,Multiple Cities,France,Reallocated outer lane/curb space,announced; details & updates needed,"May 11, 2020",,,,,http://www.leparisien.fr/info-paris-ile-de-france-oise/transports/ile-de-france-le-velo-piste-ideale-pour-les-deplacements-post-confinement-13-04-2020-8299014.php,,,,
437,Multiple Cities,France,Closed streets to motor vehicles,announced; details & updates needed,"May 11, 2020",,,,,http://www.leparisien.fr/info-paris-ile-de-france-oise/transports/ile-de-france-le-velo-piste-ideale-pour-les-deplacements-post-confinement-13-04-2020-8299014.php,,,,
438,Multiple Cities,France,Implemented shared streets,announced; details & updates needed,"May 11, 2020",,,,,http://www.leparisien.fr/info-paris-ile-de-france-oise/transports/ile-de-france-le-velo-piste-ideale-pour-les-deplacements-post-confinement-13-04-2020-8299014.php,,,,
439,Multiple Cities,France,Fasttracked implementation of ped/bike plans,announced; details & updates needed,"May 11, 2020",,,,,http://www.leparisien.fr/info-paris-ile-de-france-oise/transports/ile-de-france-le-velo-piste-ideale-pour-les-deplacements-post-confinement-13-04-2020-8299014.php,,,,
440,New Westminster,Canada,Other strategies: misc,"""the City of New Westminster move in 2020 to expand road re-allocation toward pedestrian, cyclist, and public gathering space, using temporary measures where necessary with a mind towards more permanent solutions that can be applied after the period of crisis has passed; and…""","May 11, 2020",,,,,https://twitter.com/PJNewWest/status/1260024949596516353,,,,
441,Rockland ME,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",closing Main St for the month of June to enable outdoor dining,"May 11, 2020",,,,,https://bangordailynews.com/2020/05/11/news/midcoast/rockland-oks-turning-main-street-into-walking-plaza-for-restaurants-and-shops/,,,,
442,Wilmington NC,USA,Dedicated public space to outdoor dining/retail,PROPOSED street closures in downtown to support outdoor dining,"May 11, 2020",,,,,,,,,
443,"Baltimore, MD",USA,Closed streets to motor vehicles,"Proposed: ""Bill 20-0532, sponsored by Council President Brandon Scott with input from Dorsey, requires the Department of Transportation to close at least one mile of road to cars in each of the 14 Council districts.""","May 12, 2020",,,,,https://www.baltimoresun.com/coronavirus/bs-fo-road-closures-dining-20200612-pd6bdd3wtbajvi6jikor4xzspe-story.html,,,,
444,"Newcastle, NSW",Australia,Reallocated outer lane/curb space,under consideration,"May 12, 2020",,,,,https://www.newcastleherald.com.au/story/6736341/why-city-needs-to-be-put-on-a-road-diet/,,,,
445,"Portland, ME",USA,Dedicated public space to outdoor dining/retail,proposed: would allow shops & restaurants to expand into public spaces (including some squares & streets) to allow for outdoor dining & retail,"May 12, 2020",,,,,https://www.pressherald.com/2020/05/12/portland-floats-closing-downtown-streets-for-open-air-dining-retail/,,,,
447,Connecticut,USA,Dedicated public space to outdoor dining/retail,governor lifted statewide parking minima to allow communities to create space for retail and outdoor dining,"May 13, 2020",,,,,https://twitter.com/sarabronin/status/1260603207736102914,,,,
448,Birmingham,England,Reallocated outer lane/curb space,planned. multiple strategies detailed in the emergency transport plan,"May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
449,Birmingham,England,Closed streets to motor vehicles,planned (fasttracked from draft mobility plan),"May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
450,Birmingham,England,Filtered/banned non-local traffic ,planned (fasttracked from draft mobility plan),"May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
451,Birmingham,England,"Fasttracked implementation of ped/bike plans,Closed streets to motor vehicles","acceleration of multiple cycling infrastructure improvements, walking supports, car-free streets, and transit-priority projects as outlined in draft transportation plan scheduled to be released later in 2020","May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
452,Birmingham,England,Reduced speed limit,reducing speed limit to 20mph on residential streets; considering making it citywide,"May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
453,Birmingham,England,Other strategies: misc,"removing parking, encouraging parklets, soft supports for people new to walking/cycling, changing walk signal timings. City will be monitoring impacts of all these interventions to inform long-term planning","May 13, 2020",,,"The goal appears not just to be increasing space for socially-distant walking & biking, but also prioritizing active mobility as part of the long-term COVID recovery. City will be monitoring impacts of all these interventions to inform long-term planning",,https://www.birmingham.gov.uk/emergencytransportplan,,,,
454,Glasgow,Scotland,Reallocated outer lane/curb space,"""A new bike lane by the River Clyde to create space for social distancing is now up and running.""","May 16, 2020",,,,,https://www.glasgowtimes.co.uk/news/18447014.new-cycle-lane-pops-up-clyde-ease-traffic-pressure/,,,,
455,Liverpool,England,Reallocated outer lane/curb space,approved but not yet constructed: up to 100km of pop-up bike lane; city has pledged 2mil pounds,"May 13, 2020",,,,,https://liverpoolexpress.co.uk/temporary-cycle-network-to-aid-citys-covid-19-revovery/,,,,
456,LIverpool,England,Reduced speed limit,expanding 20kph zones,"May 13, 2020",,,,,https://liverpoolexpress.co.uk/temporary-cycle-network-to-aid-citys-covid-19-revovery/,,,,
457,"Miami Beach, FL",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",shutting down Ocean Drive for bike/ped - 10 block section. 9 blocks on Washington Ave. approved for closure and coming online soon. Will help enable outdoor dining.,"May 13, 2020",,temporary,,,https://www.miamiherald.com/news/local/community/miami-dade/miami-beach/article242760236.html,https://twitter.com/BikeWalkMB/status/1261653930670460930,,,
458,"Pasadena, CA",USA,Closed streets to motor vehicles,"Closed 3.1 mile loop of streets around the Rose Bowl stadium and Brookside Golf Course to cars, opened for peds/bikes (users must wear a mask)","May 13, 2020",,,,,https://www.pasadenanow.com/main/council-directs-city-manager-to-reopen-rose-bowl-loop/,https://abc7.com/rowl-bowl-loop-reopens-is-the-rose-open-pasadena-coronavirus/6178987/,,,
459,"Berkeley, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",fully closing streets to enable outdoor dining,"May 14, 2020",,Paused as of July 11 due to covid spike,,,https://sf.eater.com/2020/5/14/21258980/berkeley-coronavirus-covid-19-jesse-arreguin-street-closures,,,,
460,"Hampton, VA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",arrangements under way to close two streets to enable outdoor dining,"May 14, 2020",,,,,https://twitter.com/BrettHNews/status/1261078998190379013,,,,
461,Huntington Beach CA,USA,Dedicated public space to outdoor dining/retail,city leaders considering street closures to enable outdoor dining,"May 14, 2020",,,,,verification needed,,,,
462,"Pittsburgh, PA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles,Reallocated outer lane/curb space",neighbors may request street closures to enable outdoor dining,"May 14, 2020",,,,,https://pittsburgh.cbslocal.com/2020/05/14/mayor-peduto-pittsburgh-coronavirus/,,,,
463,Liverpool,England,Reallocated outer lane/curb space,pavements widened (pre-covid?),,,,,,https://liverpoolexpress.co.uk/temporary-cycle-network-to-aid-citys-covid-19-revovery/,,,,
464,"San Jose, CA",USA,Dedicated public space to outdoor dining/retail,sidewalks/private  parking lots can be used for outdoor dining,"June 5, 2020",,,,,verification needed,,,,
465,"Santa Barbara, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",street closures to enable outdoor dining,"May 14, 2020",,,,,verification needed,,,,
466,Toronto,Canada,Filtered/banned non-local traffic ,The ActiveTO website revealed details for 57 kilometres of quiet streets on May 14.,"May 14, 2020",,,,,www.toronto.ca/activeto,http://www.canindia.com/toronto-plans-for-car-free-streets-in-many-neighborhoods/,https://www.toronto.ca/home/covid-19/covid-19-protect-yourself-others/covid-19-reduce-virus-spread/covid-19-map-of-curbto-installations/,,
469,West Hartford CT,USA,Dedicated public space to outdoor dining/retail,city establishing ways for restaurants to use public space including sidewalks and streets to enable outdoor dining,"May 14, 2020",,,,,https://twitter.com/mattaustinTV/status/1261082649948454918,,,,
470,"Chattanooga, TN",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",restaurants may apply to use curb space and outer lanes to enable pedestrian queuing and outdoor dining,"May 15, 2020",,,,,https://connect.chattanooga.gov/sprouts/,,,,
471,Dunedin,New Zealand,Reduced speed limit,main street speed reduced to 10kph; other downtown speeds limits also reduced,"May 15, 2020",,,,,https://www.rnz.co.nz/news/national/416756/dunedin-city-council-hopes-new-measures-will-entice-people-back-into-city-post-lockdown,,,,
472,Newcastle,England,Reallocated outer lane/curb space,announced: removing on-street parking and converting some streets to one-way vehicular travel to make way for pop-up cycle paths,"May 15, 2020",,temporary but may become permanent,,,https://www.forbes.com/sites/carltonreid/2020/05/15/parking-cull-and-pocket-parks-for-englands-finest-street-as-newcastle-plans-post-pandemic-future/#245a353010df,https://www.chroniclelive.co.uk/news/north-east-news/grey-street-walk-cycle-lockdown-18256404,,,
473,Newcastle,England,Reallocated outer lane/curb space,widening sidewalks by removing on-street parking,"May 15, 2020",,temporary but may become permanent,,,https://www.forbes.com/sites/carltonreid/2020/05/15/parking-cull-and-pocket-parks-for-englands-finest-street-as-newcastle-plans-post-pandemic-future/#245a353010df,https://www.chroniclelive.co.uk/news/north-east-news/grey-street-walk-cycle-lockdown-18256404,,,
474,Newcastle,England,Reduced speed limit,expanding # of streets with 20mph limits,"May 15, 2020",,,,,https://www.forbes.com/sites/carltonreid/2020/05/15/parking-cull-and-pocket-parks-for-englands-finest-street-as-newcastle-plans-post-pandemic-future/#245a353010df,,,,
475,"Pittsburgh, PA",USA,Closed streets to motor vehicles,The City is closing streets in parks to make room for people to safely social distance. There could be more to come...,"May 15, 2020",,,,,https://twitter.com/c_ehrlichman/status/1261325724503420928?s=20,,,,
476,Belfast,Northern Ireland,Closed streets to motor vehicles,pedestrianisation of 2 streets in Cathedral Quarter,"May 18, 2020",,,,,,,,,
477,Belfast,Northern Ireland,Reallocated outer lane/curb space,pop-up cycle lanes; details needed,"May 18, 2020",,,,,,,,,
478,Sydney,Australia,Reallocated outer lane/curb space,6 new cycleways to be constructed over the next few weeks to encourage bicycle commuting as the city opens back up,"May 18, 2020",,,,,https://twitter.com/CloverMoore/status/1262216738164310021,,,,
479,Melbourne,Australia,Other strategies: new funding streams for ped/bike,Announced new $16mil budget for bicycle facilities as part of covid-related stimulus,"May 18, 2020",,,,,https://twitter.com/RohanLeppert/status/1262568424040882177,,,,
480,Leeds,England,Reduced speed limit,city center speed limit reduced to 20mph,"May 19, 2020",,,,,https://twitter.com/ConnectingLeeds/status/1262707730957185024,,,,
481,"Miami Beach, FL",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space","shutting down single lanes of traffic, parking lanes or sidewalks on Lincoln Road, Bay Road, Ocean Terrace and other streets. Goal is to support outdoor dining","May 19, 2020",,"approved, will be in place by 27 May",,,https://twitter.com/BikeWalkMB/status/1261653930670460930,,,,
482,"Miami Beach, FL",USA,Implemented shared streets,,"May 19, 2020",,PLANNING UNDERWAY,,,https://twitter.com/BikeWalkMB/status/1261653930670460930,,,,
483,Madrid,Spain,Reallocated outer lane/curb space,35km of new bike lanes,"May 20, 2020",,,,,https://twitter.com/CirculaenBici/status/1262882174300311552,,,,
484,Madrid,Spain,Other strategies: one way walking,"signage indicating pedestrian rights-of-ways and, where necessary, direction of travel","May 20, 2020",,,,,https://twitter.com/CirculaenBici/status/1262882174300311552,,,,
485,Madrid,Spain,Reduced speed limit,30km in some areas? Detailed needed,"May 20, 2020",,,,,https://twitter.com/CirculaenBici/status/1262882174300311552,,,,
486,Ventura CA,USA,Filtered/banned non-local traffic ,local traffic only on 5 neighborhood streets,"May 14, 2020",,,,,https://keyt.com/news/ventura-county/2020/05/14/ventura-begins-shared-streets-program/,,,,
487,"Greensboro, NC",USA,Implemented shared streets,Using barrels to discourage vehicle traffic in several downtown neighborhoods,"May 15, 2020",,,,,https://myfox8.com/news/greensboro-launches-slow-streets-program-to-protect-bicyclist-pedestrians/,,,,
488,"Carrboro, NC",USA,Filtered/banned non-local traffic ,"one downtown street signed ""local traffic only""","May 20, 2020",,,,,https://chapelboro.com/news/safety/town-of-carrboro-to-implement-new-pedestrian-safety-measures,,,,
489,"Carrboro, NC",USA,Other strategies: misc,temporarily converting an intersection to 4 way stop,"May 20, 2020",,temporary,,,https://chapelboro.com/news/safety/town-of-carrboro-to-implement-new-pedestrian-safety-measures,,,,
490,Hartford CT,USA,Removed parking at urban parks,removed all parking at parks; barred motor vehicles from roads through Elizabeth and Keney Parks,"May 20, 2020",,temporary,"""The City of Hartford has closed all parking lots in City Parks in an effort to prevent overcrowding. NO vehicles are allowed in the Park with the exception of those belonging to the Department of Public Works, Conservancy staff, and contractors. Parking is available on select streets."" https://elizabethparkct.org/",,https://elizabethpartct.org/,,,,
491,Hartford CT,USA,Closed streets to motor vehicles,removed all parking at parks; barred motor vehicles from roads through Elizabeth and Keney Parks,"May 20, 2020",,temporary,"""The City of Hartford has closed all parking lots in City Parks in an effort to prevent overcrowding. NO vehicles are allowed in the Park with the exception of those belonging to the Department of Public Works, Conservancy staff, and contractors. Parking is available on select streets."" https://elizabethparkct.org/",,https://elizabethpartct.org/,,,,
492,Tel Aviv,Israel,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",restaurants can convert on-street parking to outdoor dining space,"May 21, 2020",,,,,https://twitter.com/naamuli84/status/1262712896859115520,,,,
493,Montreal,Canada,Reallocated outer lane/curb space,1200km of lanes for bicycling and walking to be created over the summer,"May 15, 2020",,,,,https://www.lapresse.ca/covid-19/202005/15/01-5273724-montreal-annonce-un-plan-sans-precedent-pour-velos-et-pietons.php,,,,
494,Las Vegas,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",2 streets in downtown will be closed 11am-9m to allow for outdoor dining,"May 21, 2020",,,,,https://news3lv.com/news/local/city-of-las-vegas-kicks-off-dine-out-downtown-campaign,,,,
495,"Santa Monica, CA",USA,Dedicated public space to outdoor dining/retail,PLANNED street closures to enable outdoor dining,"May 21, 2020",,,,,https://www.smdp.com/santa-monica-plans-to-open-some-streets-to-pedestrians-expand-outdoor-dining/191377,,,,
496,"Santa Monica, CA",USA,Implemented shared streets,PROPOSED,"May 21, 2020",,,,,https://www.smdp.com/santa-monica-plans-to-open-some-streets-to-pedestrians-expand-outdoor-dining/191377,,,,
497,"Indianapolis, IN",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",closed streets to enable outdoor dining in the city's 'restaurant district',"May 21, 2020",,temporary,,,https://www.wibc.com/traffic/outdoor-dining-in-the-middle-of-illinois-street/?fbclid=IwAR1P3QBQrSJIntrGrJeGDLRONd5N5KHjFUfx2_xwIigBhWMzgMxPBcj6aVU,,,,
498,"Greensboro, NC",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",restaurants can apply to close streets or take over on-street parking to enable outdoor dining,"May 21, 2020",,,,,https://www.greensboro-nc.gov/i-want-to/learn-about/covid-19-information-and-updates,https://www.downtowngreensboro.org/events/openstreets/,,,
499,Bristol VA,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",city manager has been given authority to close streets to enable outdoor dining,"May 21, 2020",,temporary,,,https://twitter.com/KaylynKluck/status/1263523293002371078,,,,
500,Oyster Bay NY,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",Street closures to enable outdoor dining,"May 21, 2020",,,,,https://twitter.com/PeiSzeCheng4NY/status/1263489601907363846,,,,
501,"Charlotte, NC",USA,Dedicated public space to outdoor dining/retail,restaurants may convert up to 25% of required *off-street* parking to dining/seating area,"May 22, 2020",,,,,,,,,
502,Vancouver BC,Canada,Filtered/banned non-local traffic ,closing select streets to all but local auto traffic; more streets to come,"May 22, 2020",,,,,https://twitter.com/vpsn/status/1263989945548435457,,,,
503,West Palm Beach FL,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles","""The Dining on the Spot initiative on Clematis Street will allow restaurants to extend outdoor seating on to closed streets, alleyways, and parking lots.""","May 22, 2020",,,,,https://www.wlrn.org/post/more-room-food-lovers-coming-downtown-west-palm-beach#stream/0,,,,
504,Montreal,Canada,"Fasttracked implementation of ped/bike plans,Reallocated outer lane/curb space","61km of temporary bike lanes being installed as part of city's ""safe active tranpsortation circuit""","March 24, 2020",,,,,https://twitter.com/CyclistBartek/status/1264268030495858688,,,,
505,Manizales,Colombia,Reallocated outer lane/curb space,"4km of temporary bike lane, delineated via cones, available during daytime hours","May 23, 2020",,,,,https://www.bcnoticias.com.co/en-manizales-crean-ciclo-ruta-temporal-en-la-av-santander/,,,,
506,"Alexandria, VA",USA,Reallocated outer lane/curb space,closing a lane on King Street near the waterfront to create wider sidewalk space; in effect only for Memorial Day weekend,"May 22, 2020","May 26, 2020",Temporary; ends 26 May 2020,,,https://alexandrialivingmagazing,,,,
507,Athens,Greece,Closed streets to motor vehicles,"""Cars will be banned from the historical center of Athens for three months from mid-June in order to provide more space to pedestrians in view of the need for physical distancing""","May 23, 2020",,,,,https://www.ekathimerini.com/252964/article/ekathimerini/news/center-of-athens-set-to-go-car-free-to-make-physical-distancing-easier,https://www.ethnos.gr/ellada/104765_shedio-mpakogianni-gia-ton-dimo-athinaion-pezodromeitai-kentro-mises-lorides,,,
508,Athens,Greece,Dedicated public space to outdoor dining/retail,"""restaurant, cafe and bar owners will be able to submit an application to a digital platform of the Athens Municipality to request further space on pavements to place chairs and tables""","May 25, 2020",,,,,https://www.ekathimerini.com/252964/article/ekathimerini/news/center-of-athens-set-to-go-car-free-to-make-physical-distancing-easier,,,,
509,Mexico City,Mexico,Closed streets to motor vehicles,implementing ciclovias alongside major BRT lines,"May 25, 2020",,,,,https://twitter.com/pedestre/status/1264923392307847171,,,,
510,Tel Aviv,Israel,Reallocated outer lane/curb space,new bike lanes; details needed,"May 26, 2020",,,,,https://twitter.com/eyalsanto/status/1264648904508952576,,,,
511,New York City,USA,Reduced speed limit,Speed limits reduced to 5mph on shared streets,,,,,,,,,,
512,London,England,Filtered/banned non-local traffic ,"""Reducing traffic on residential streets, creating low-traffic neighbourhoods right across London to enable more people to walk and cycle as part of their daily routine, as has happened during lockdown.""","May 6, 2020",,,,,,https://www.london.gov.uk//press-releases/mayoral/mayors-bold-plan-will-overhaul-capitals-streets,,,
513,New York City,USA,Filtered/banned non-local traffic ,40 miles of streets closed to non-local vehicle traffic during daytime,,,,,,,,,,
514,Nice,France,Closed streets to motor vehicles,"30km, details needed",,,,,,,,,,
515,Nice,France,Other strategies: bike share,Free bike share for 2 hours,,,,,,http://www.nice.fr/fr/actualites/deplacements-et-transports-des-le-11-mai/mairie?type=articles&parent=root,,,,
516,Lyon,France,Reallocated outer lane/curb space,,"May 11, 2020",,,,,https://www.lyon.fr/actualite/deplacements/des-espaces-cyclables-supplementaires,,,,
517,"Chicago, IL",USA,Implemented shared streets,"multiple streets have been listed on CDOT website as having been issued a permit to be a temporary ""shared street for physical distancing""","May 26, 2020",,Temporary,,,https://chi.streetsblog.org/2020/05/26/cdot-cortland-glenwood-palmer-leland-will-be-shared-streets-for-physical-distancing/,https://www.chicagotribune.com/columns/blair-kamin/ct-biz-shared-street-kamin-20200611-p5jruo57zjgsbetbaxxqrbleme-story.html,,,
518,Cannes,France,Reallocated outer lane/curb space,,"May 25, 2020",,,,,http://www.cannes.com/fr/dossiers-cannes-com/annee-2020/coronavirus-covid-19/covid-19-cannes-un-deconfinement-securise-et-civique.html#deplacements,,,,
519,Cannes,France,Closed streets to motor vehicles,,"May 25, 2020",,,,,http://www.cannes.com/fr/dossiers-cannes-com/annee-2020/coronavirus-covid-19/covid-19-cannes-un-deconfinement-securise-et-civique.html#deplacements,,,,
520,Cannes,Franche,Fasttracked implementation of ped/bike plans,,"May 25, 2020",,,,,http://www.cannes.com/fr/dossiers-cannes-com/annee-2020/coronavirus-covid-19/covid-19-cannes-un-deconfinement-securise-et-civique.html#deplacements,,,,
521,Manassas VA,USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space","City passed an ordinance providing the Manager with the authority to grant restaurants temporary permits to use any street, on-street parking spaces, or sidewalk for outdoor dining","May 18, 2020",,,,peter.ohlms@vdot.virginia.gov,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/592561/Agenda_Statement_-_Ordinance__O-2020-25.pdf,,,,
522,Rotterdam,Netherlands,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",Shop & restaurant owners allows to convert on-street parking into retail/dining space,"May 27, 2020",,,,,https://www.ondernemen010.nl/apps/ondernemen010.nl/regelen/vergunningenregelgeving/detailhandel/vlonder-aanvragen/index.xml,,,,
523,"Fairfax, VA",USA,Reallocated outer lane/curb space,"""approximately 0.5 miles of one northbound lane of Tysons Boulevard will be temporarily closed for dedicated pedestrian and bicyclist use beginning Friday, May 29, 2020, at 5 p.m. Even though there is a sidewalk along this stretch of road, this temporary closure will provide people a safer option, and more space for outdoor recreation while maintaining social distancing practices during the ongoing COVID-19 pandemic.""","May 29, 2020",,,,,https://www.fairfaxcounty.gov/transportation/news/t12_20,,,,
524,"San Francisco, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles,Reallocated outer lane/curb space","San Francisco merchants battered by the coronavirus pandemic will soon be able to apply for free, fast-tracked permits to use portions of outdoor public spaces — sidewalks, streets, parks and plazas — for business activities.","May 26, 2020",,,,,https://www.sfchronicle.com/bayarea/article/San-Francisco-plans-to-offer-sidewalks-streets-15295445.php?t=97881a48ed&fbclid=IwAR1u8TXLQjQMGE-F6mhpPKu-Qk9k635l5caeW8gPJ8aXNv6934qJomgfIRI,,,,
525,"Savannah, GA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",temporary daily closings of a side street to allow for outdoor dining,,,Temporary,,,,,,,
526,Olympia WA,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles","""Certain streets will close on a rotating basis, so businesses can have more space for customers and maintain social distance requirements""","May 27, 2020",,,,,https://q13fox.com/2020/05/27/city-of-olympia-plans-to-close-downtown-streets-to-expand-social-distancing-space-for-dining-retail/,,,,
527,Port Townsend WA,USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space","""Open up waterfront space on the lower portion of Adams Street, Pope Marine Park and Tyler Plaza to limited and appropriately distanced outdoor seating""","May 22, 2020",,Temporary,,,https://www.peninsuladailynews.com/news/port-townsend-streetscape-changes-to-encourage-social-distancing/,,,,
528,Port Townsend WA,USA,Closed streets to motor vehicles,"""Close the one-way portion of Taylor Street from the Haller Fountain to Water Street to vehicle traffic to permit safe passage and social-distancing space for pedestrians and bicyclists.""","May 22, 2020",,,,,https://www.peninsuladailynews.com/news/port-townsend-streetscape-changes-to-encourage-social-distancing/,,,,
529,Vancouver BC,Canada,Implemented shared streets,staff have been directed to identify streets in high-use areas that can be safetly converted to shared streets as part of City's objective of creating walk/bike space on at least 11% of Vancouver streets,"May 27, 2020",,some changes may become permanent,,,https://twitter.com/vpsn/status/1265772182061211648,,,,
530,"Santa Barbara, CA",USA,Closed streets to motor vehicles,State Street between Haley and Sola Streets closed to motor vehicles to make room for outdoor dining and physical activity,"May 22, 2020",,temporary,"Talk of turning State Street, downtown Santa Barbara's main street, into a pedestrian promenade is not new. In recent years, more and more storefronts have become vacant due to various factors.",'@oranv (twitter),https://www.noozhawk.com/article/bizhawk_santa_barbara_state_street_promenade_to_open_20200521,https://nextdoor.com/agency-post/ca/santa-barbara/city-of-santa-barbara/mayor-and-council-take-decisive-action-to-lift-up-santa-barbara-local-businesses-149021616/,https://records.santabarbaraca.gov/OnBaseAgendaOnline/Documents/ViewDocument/Attachment%20%20-%20ORDINANCE.pdf?meetingId=575&documentType=Agenda&itemId=17927&publishId=11503&isSection=false,https://keyt.com/news/local-politics/2020/05/27/state-street-changes-in-santa-barbara-in-place-until-at-least-labor-day-but-issues-are-raised/,https://www.independent.com/2020/05/22/lifting-the-lid-on-covid/
531,"Washington, DC",USA,Reduced speed limit,speed limit lowered to 20 on all local streets,"June 1, 2020",,,,,https://twitter.com/MayorBowser/status/1266391525065400322,,,,
532,"Washington, DC",USA,Dedicated public space to outdoor dining/retail,Restaurants may apply to use sidewalk space for outdoor diining,"May 29, 2020",,,,,https://coronavirus.dc.gov/phaseone,https://barredindc.com/2020/05/14/dc-council-to-consider-measure-on-tuesday-to-close-streets-for-outdoor-dining-an-analysis-and-recommendations/,,,
533,"Portland, OR",USA,Dedicated public space to outdoor dining/retail,Outdoor dining allowed in public ROW,"May 29, 2020",,,,,https://bikeportland.org/2020/05/22/pbot-sees-business-in-the-streets-as-key-to-economic-recovery-315182,,,,
534,"Boston, MA",USA,Reallocated outer lane/curb space,"'quick build' bike lanes in downtown area as part of city's new ""healthy streets"" initiative","May 28, 2020",,temporary; continues to expand,,,https://www.boston.gov/departments/transportation/healthy-streets,,,,
535,"Boston, MA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",restaurants may apply for street closusres for temporary outdoor seating permits,"May 28, 2020",,Temporary,,,https://www.boston.gov/departments/transportation/healthy-streets,,,,
536,Mexico City,Mexico,Other strategies: bike share,50% off bike share,"May 28, 2020",,,,,,,,,
537,Portsmouth,England,Reallocated outer lane/curb space,"temporary bike lane on Eastern Rd, to be completed by 15 June. Speed limit on that stretch of road to be reduced to 40mph.","May 30, 2020",,Temporary,,,https://www.portsmouth.co.uk/news/politics/new-temporary-bike-lane-open-along-eastern-road-portsmouth-2869668,,,,
538,Mexico City,Mexico,Reallocated outer lane/curb space,construction began on ~50km of emergency bike lanes,"May 30, 2020",,temporary; city is exploring making them permanent but lacks resources,,,https://twitter.com/carlosfpardo/status/1266799745848221696,https://www.milenio.com/politica/comunidad/ciclovia-insurgentes-piden-recursos-congreso-permanencia,,,
